conv0/Conv2D 1,3,331,331@0x6febc3b810; 1,96,165,165@0x6febc3b860; none 1;4;13;26;49;
cell_14/comb_iter_3/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fadc0; 1,672,11,11@0x6fd13fb630; 867; 898;
cell_14/comb_iter_3/right/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fadc0; 1,672,11,11@0x6fd13fb680; 867; 899;
cell_14/comb_iter_3/left/AvgPool2D/AvgPool___tr4cell_14/comb_iter_3/combine/add 1,672,11,11@0x6fd13fb630; 1,672,11,11@0x6fd1bfc900; 896; 900;
cell_14/comb_iter_3/right/AvgPool2D/AvgPool___tr4cell_14/comb_iter_3/combine/add 1,672,11,11@0x6fd13fb680; 1,672,11,11@0x6fd1bfc950; 897; 900;
cell_14/comb_iter_3/combine/add 1,672,11,11@0x6fd1bfc900;1,672,11,11@0x6fd1bfc950; 1,672,11,11@0x6fd13fb6d0; 898;899; 908;
cell_14/comb_iter_4/left/Relu 1,672,11,11@0x6fd13fae60; 1,672,11,11@0x6fd13fb720; 869; 902;
cell_14/comb_iter_4/left/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fb720; 1,672,11,11@0x6fd13fb770; 901; 903;
cell_14/comb_iter_4/left/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fb770; 1,672,11,11@0x6fd13fb7c0; 902; 904;
cell_14/comb_iter_4/left/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fb7c0; 1,672,11,11@0x6fd13fb810; 903; 905;
cell_14/comb_iter_4/left/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fb810; 1,672,11,11@0x6fd13fb860; 904; 906;
cell_14/comb_iter_4/combine/add 1,672,11,11@0x6fd13fb860;1,672,11,11@0x6fd13fae60; 1,672,11,11@0x6fd13fb8b0; 869;905; 909;
cell_14/comb_iter_2/combine/add___tr4cell_14/cell_output/concat 1,672,11,11@0x6fd13fb5e0; 1,672,11,11@0x6fd1bfc9a0; 895; 909;
cell_14/comb_iter_3/combine/add___tr4cell_14/cell_output/concat 1,672,11,11@0x6fd13fb6d0; 1,672,11,11@0x6fd1bfc9f0; 900; 909;
cell_14/cell_output/concat 1,672,11,11@0x6fd13fadc0;1,672,11,11@0x6fd13fb1d0;1,672,11,11@0x6fd13fb540;1,672,11,11@0x6fd1bfc9a0;1,672,11,11@0x6fd1bfc9f0;1,672,11,11@0x6fd13fb8b0; 1,4032,11,11@0x6fd13fb900; 867;880;891;906;907;908; 910;954;
cell_15/Relu_1 1,4032,11,11@0x6fd13fb900; 1,4032,11,11@0x6fd13fb950; 909; 911;
cell_15/1x1/Conv2D 1,4032,11,11@0x6fd13fb950; 1,672,11,11@0x6fd13fb9a0; 910; 912;934;943;948;
cell_15/comb_iter_0/left/Relu 1,672,11,11@0x6fd13fb9a0; 1,672,11,11@0x6fd13fb9f0; 911; 913;
cell_15/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fb9f0; 1,672,11,11@0x6fd13fba40; 912; 914;
cell_15/comb_iter_0/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fba40; 1,672,11,11@0x6fd13fba90; 913; 915;
cell_15/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fba90; 1,672,11,11@0x6fd13fbae0; 914; 916;
cell_15/comb_iter_0/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fbae0; 1,672,11,11@0x6fd13fbb30; 915; 922;
cell_15/comb_iter_0/right/Relu 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd13fbb80; 865; 918;
cell_15/comb_iter_0/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbb80; 1,672,11,11@0x6fd13fbbd0; 917; 919;
cell_15/comb_iter_0/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fbbd0; 1,672,11,11@0x6fd13fbc20; 918; 920;
cell_15/comb_iter_0/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbc20; 1,672,11,11@0x6fd13fbc70; 919; 921;
cell_15/comb_iter_0/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fbc70; 1,672,11,11@0x6fd13fbcc0; 920; 922;
cell_15/comb_iter_0/combine/add 1,672,11,11@0x6fd13fbb30;1,672,11,11@0x6fd13fbcc0; 1,672,11,11@0x6fd13fbd10; 916;921; 951;
cell_15/comb_iter_1/left/Relu 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd13fbd60; 865; 924;
cell_15/comb_iter_1/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbd60; 1,672,11,11@0x6fd13fbdb0; 923; 925;
cell_15/comb_iter_1/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fbdb0; 1,672,11,11@0x6fd13fbe00; 924; 926;
cell_15/comb_iter_1/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbe00; 1,672,11,11@0x6fd13fbe50; 925; 927;
cell_15/comb_iter_1/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fbe50; 1,672,11,11@0x6fd13fbea0; 926; 933;
cell_15/comb_iter_1/right/Relu 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd13fbef0; 865; 929;
cell_15/comb_iter_1/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbef0; 1,672,11,11@0x6fd13fbf40; 928; 930;
cell_15/comb_iter_1/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fbf40; 1,672,11,11@0x6fd13fbf90; 929; 931;
cell_15/comb_iter_1/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fbf90; 1,672,11,11@0x6fd13fbfe0; 930; 932;
cell_15/comb_iter_1/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fbfe0; 1,672,11,11@0x6fd13fc030; 931; 933;
cell_15/comb_iter_1/combine/add 1,672,11,11@0x6fd13fbea0;1,672,11,11@0x6fd13fc030; 1,672,11,11@0x6fd13fc080; 927;932; 951;
cell_15/comb_iter_2/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fb9a0; 1,672,11,11@0x6fd13fc0d0; 911; 935;
cell_15/comb_iter_2/left/AvgPool2D/AvgPool___tr4cell_15/comb_iter_2/combine/add 1,672,11,11@0x6fd13fc0d0; 1,672,11,11@0x6fd1bfca40; 934; 937;
cell_15/prev_bn/FusedBatchNormV3___tr4cell_15/comb_iter_2/combine/add 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd1bfca90; 865; 937;
cell_15/comb_iter_2/combine/add 1,672,11,11@0x6fd1bfca40;1,672,11,11@0x6fd1bfca90; 1,672,11,11@0x6fd13fc120; 935;936; 949;
cell_15/comb_iter_3/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd13fc170; 865; 940;
cell_15/comb_iter_3/right/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fad20; 1,672,11,11@0x6fd13fc1c0; 865; 941;
cell_15/comb_iter_3/left/AvgPool2D/AvgPool___tr4cell_15/comb_iter_3/combine/add 1,672,11,11@0x6fd13fc170; 1,672,11,11@0x6fd1bfcae0; 938; 942;
cell_15/comb_iter_3/right/AvgPool2D/AvgPool___tr4cell_15/comb_iter_3/combine/add 1,672,11,11@0x6fd13fc1c0; 1,672,11,11@0x6fd1bfcb30; 939; 942;
cell_15/comb_iter_3/combine/add 1,672,11,11@0x6fd1bfcae0;1,672,11,11@0x6fd1bfcb30; 1,672,11,11@0x6fd13fc210; 940;941; 950;
cell_15/comb_iter_4/left/Relu 1,672,11,11@0x6fd13fb9a0; 1,672,11,11@0x6fd13fc260; 911; 944;
cell_15/comb_iter_4/left/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc260; 1,672,11,11@0x6fd13fc2b0; 943; 945;
cell_15/comb_iter_4/left/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fc2b0; 1,672,11,11@0x6fd13fc300; 944; 946;
cell_15/comb_iter_4/left/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc300; 1,672,11,11@0x6fd13fc350; 945; 947;
cell_15/comb_iter_4/left/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fc350; 1,672,11,11@0x6fd13fc3a0; 946; 948;
cell_15/comb_iter_4/combine/add 1,672,11,11@0x6fd13fc3a0;1,672,11,11@0x6fd13fb9a0; 1,672,11,11@0x6fd13fc3f0; 911;947; 951;
cell_15/comb_iter_2/combine/add___tr4cell_15/cell_output/concat 1,672,11,11@0x6fd13fc120; 1,672,11,11@0x6fd1bfcb80; 937; 951;
cell_15/comb_iter_3/combine/add___tr4cell_15/cell_output/concat 1,672,11,11@0x6fd13fc210; 1,672,11,11@0x6fd1bfcbd0; 942; 951;
cell_15/cell_output/concat 1,672,11,11@0x6fd13fad20;1,672,11,11@0x6fd13fbd10;1,672,11,11@0x6fd13fc080;1,672,11,11@0x6fd1bfcb80;1,672,11,11@0x6fd1bfcbd0;1,672,11,11@0x6fd13fc3f0; 1,4032,11,11@0x6fd13fc440; 865;922;933;948;949;950; 952;956;
cell_17/Relu 1,4032,11,11@0x6fd13fc440; 1,4032,11,11@0x6fd13fc490; 951; 953;
cell_17/prev_1x1/Conv2D 1,4032,11,11@0x6fd13fc490; 1,672,11,11@0x6fd13fc4e0; 952; 1005;1011;1016;1024;1026;1027;1039;
cell_16/Relu 1,4032,11,11@0x6fd13fb900; 1,4032,11,11@0x6fd13fc530; 909; 955;
cell_16/prev_1x1/Conv2D 1,4032,11,11@0x6fd13fc530; 1,672,11,11@0x6fd13fc580; 954; 963;969;974;982;984;985;997;
cell_16/Relu_1 1,4032,11,11@0x6fd13fc440; 1,4032,11,11@0x6fd13fc5d0; 951; 957;
cell_16/1x1/Conv2D 1,4032,11,11@0x6fd13fc5d0; 1,672,11,11@0x6fd13fc620; 956; 958;980;989;994;
cell_16/comb_iter_0/left/Relu 1,672,11,11@0x6fd13fc620; 1,672,11,11@0x6fd13fc670; 957; 959;
cell_16/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc670; 1,672,11,11@0x6fd13fc6c0; 958; 960;
cell_16/comb_iter_0/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fc6c0; 1,672,11,11@0x6fd13fc710; 959; 961;
cell_16/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc710; 1,672,11,11@0x6fd13fc760; 960; 962;
cell_16/comb_iter_0/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fc760; 1,672,11,11@0x6fd13fc7b0; 961; 968;
cell_16/comb_iter_0/right/Relu 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd13fc800; 955; 964;
cell_16/comb_iter_0/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc800; 1,672,11,11@0x6fd13fc850; 963; 965;
cell_16/comb_iter_0/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fc850; 1,672,11,11@0x6fd13fc8a0; 964; 966;
cell_16/comb_iter_0/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc8a0; 1,672,11,11@0x6fd13fc8f0; 965; 967;
cell_16/comb_iter_0/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fc8f0; 1,672,11,11@0x6fd13fc940; 966; 968;
cell_16/comb_iter_0/combine/add 1,672,11,11@0x6fd13fc7b0;1,672,11,11@0x6fd13fc940; 1,672,11,11@0x6fd13fc990; 962;967; 997;
cell_16/comb_iter_1/left/Relu 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd13fc9e0; 955; 970;
cell_16/comb_iter_1/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fc9e0; 1,672,11,11@0x6fd13fca30; 969; 971;
cell_16/comb_iter_1/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fca30; 1,672,11,11@0x6fd13fca80; 970; 972;
cell_16/comb_iter_1/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fca80; 1,672,11,11@0x6fd13fcad0; 971; 973;
cell_16/comb_iter_1/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fcad0; 1,672,11,11@0x6fd13fcb20; 972; 979;
cell_16/comb_iter_1/right/Relu 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd13fcb70; 955; 975;
cell_16/comb_iter_1/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fcb70; 1,672,11,11@0x6fd13fcbc0; 974; 976;
cell_16/comb_iter_1/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fcbc0; 1,672,11,11@0x6fd13fcc10; 975; 977;
cell_16/comb_iter_1/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fcc10; 1,672,11,11@0x6fd13fcc60; 976; 978;
cell_16/comb_iter_1/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fcc60; 1,672,11,11@0x6fd13fccb0; 977; 979;
cell_16/comb_iter_1/combine/add 1,672,11,11@0x6fd13fcb20;1,672,11,11@0x6fd13fccb0; 1,672,11,11@0x6fd13fcd00; 973;978; 997;
cell_16/comb_iter_2/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fc620; 1,672,11,11@0x6fd13fcd50; 957; 981;
cell_16/comb_iter_2/left/AvgPool2D/AvgPool___tr4cell_16/comb_iter_2/combine/add 1,672,11,11@0x6fd13fcd50; 1,672,11,11@0x6fd1bfcc20; 980; 983;
cell_16/prev_bn/FusedBatchNormV3___tr4cell_16/comb_iter_2/combine/add 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd1bfcc70; 955; 983;
cell_16/comb_iter_2/combine/add 1,672,11,11@0x6fd1bfcc20;1,672,11,11@0x6fd1bfcc70; 1,672,11,11@0x6fd13fcda0; 981;982; 995;
cell_16/comb_iter_3/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd13fcdf0; 955; 986;
cell_16/comb_iter_3/right/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fc580; 1,672,11,11@0x6fd13fce40; 955; 987;
cell_16/comb_iter_3/left/AvgPool2D/AvgPool___tr4cell_16/comb_iter_3/combine/add 1,672,11,11@0x6fd13fcdf0; 1,672,11,11@0x6fd1bfccc0; 984; 988;
cell_16/comb_iter_3/right/AvgPool2D/AvgPool___tr4cell_16/comb_iter_3/combine/add 1,672,11,11@0x6fd13fce40; 1,672,11,11@0x6fd1bfcd10; 985; 988;
cell_16/comb_iter_3/combine/add 1,672,11,11@0x6fd1bfccc0;1,672,11,11@0x6fd1bfcd10; 1,672,11,11@0x6fd13fce90; 986;987; 996;
cell_16/comb_iter_4/left/Relu 1,672,11,11@0x6fd13fc620; 1,672,11,11@0x6fd13fcee0; 957; 990;
cell_16/comb_iter_4/left/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fcee0; 1,672,11,11@0x6fd13fcf30; 989; 991;
cell_16/comb_iter_4/left/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fcf30; 1,672,11,11@0x6fd13fcf80; 990; 992;
cell_16/comb_iter_4/left/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fcf80; 1,672,11,11@0x6fd13fcfd0; 991; 993;
cell_16/comb_iter_4/left/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fcfd0; 1,672,11,11@0x6fd13fd020; 992; 994;
cell_16/comb_iter_4/combine/add 1,672,11,11@0x6fd13fd020;1,672,11,11@0x6fd13fc620; 1,672,11,11@0x6fd13fd070; 957;993; 997;
cell_16/comb_iter_2/combine/add___tr4cell_16/cell_output/concat 1,672,11,11@0x6fd13fcda0; 1,672,11,11@0x6fd1bfcd60; 983; 997;
cell_16/comb_iter_3/combine/add___tr4cell_16/cell_output/concat 1,672,11,11@0x6fd13fce90; 1,672,11,11@0x6fd1bfcdb0; 988; 997;
cell_16/cell_output/concat 1,672,11,11@0x6fd13fc580;1,672,11,11@0x6fd13fc990;1,672,11,11@0x6fd13fcd00;1,672,11,11@0x6fd1bfcd60;1,672,11,11@0x6fd1bfcdb0;1,672,11,11@0x6fd13fd070; 1,4032,11,11@0x6fd13fd0c0; 955;968;979;994;995;996; 998;
cell_17/Relu_1 1,4032,11,11@0x6fd13fd0c0; 1,4032,11,11@0x6fd13fd110; 997; 999;
cell_17/1x1/Conv2D 1,4032,11,11@0x6fd13fd110; 1,672,11,11@0x6fd13fd160; 998; 1000;1022;1031;1036;
cell_17/comb_iter_0/left/Relu 1,672,11,11@0x6fd13fd160; 1,672,11,11@0x6fd13fd1b0; 999; 1001;
cell_17/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd1b0; 1,672,11,11@0x6fd13fd200; 1000; 1002;
cell_17/comb_iter_0/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fd200; 1,672,11,11@0x6fd13fd250; 1001; 1003;
cell_17/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd250; 1,672,11,11@0x6fd13fd2a0; 1002; 1004;
cell_17/comb_iter_0/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fd2a0; 1,672,11,11@0x6fd13fd2f0; 1003; 1010;
cell_17/comb_iter_0/right/Relu 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd13fd340; 953; 1006;
cell_17/comb_iter_0/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd340; 1,672,11,11@0x6fd13fd390; 1005; 1007;
cell_17/comb_iter_0/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fd390; 1,672,11,11@0x6fd13fd3e0; 1006; 1008;
cell_17/comb_iter_0/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd3e0; 1,672,11,11@0x6fd13fd430; 1007; 1009;
cell_17/comb_iter_0/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fd430; 1,672,11,11@0x6fd13fd480; 1008; 1010;
cell_17/comb_iter_0/combine/add 1,672,11,11@0x6fd13fd2f0;1,672,11,11@0x6fd13fd480; 1,672,11,11@0x6fd13fd4d0; 1004;1009; 1039;
cell_17/comb_iter_1/left/Relu 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd13fd520; 953; 1012;
cell_17/comb_iter_1/left/separable_5x5_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd520; 1,672,11,11@0x6fd13fd570; 1011; 1013;
cell_17/comb_iter_1/left/separable_5x5_1/separable_conv2d 1,672,11,11@0x6fd13fd570; 1,672,11,11@0x6fd13fd5c0; 1012; 1014;
cell_17/comb_iter_1/left/separable_5x5_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd5c0; 1,672,11,11@0x6fd13fd610; 1013; 1015;
cell_17/comb_iter_1/left/separable_5x5_2/separable_conv2d 1,672,11,11@0x6fd13fd610; 1,672,11,11@0x6fd13fd660; 1014; 1021;
cell_17/comb_iter_1/right/Relu 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd13fd6b0; 953; 1017;
cell_17/comb_iter_1/right/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd6b0; 1,672,11,11@0x6fd13fd700; 1016; 1018;
cell_17/comb_iter_1/right/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fd700; 1,672,11,11@0x6fd13fd750; 1017; 1019;
cell_17/comb_iter_1/right/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fd750; 1,672,11,11@0x6fd13fd7a0; 1018; 1020;
cell_17/comb_iter_1/right/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fd7a0; 1,672,11,11@0x6fd13fd7f0; 1019; 1021;
cell_17/comb_iter_1/combine/add 1,672,11,11@0x6fd13fd660;1,672,11,11@0x6fd13fd7f0; 1,672,11,11@0x6fd13fd840; 1015;1020; 1039;
cell_17/comb_iter_2/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fd160; 1,672,11,11@0x6fd13fd890; 999; 1023;
cell_17/comb_iter_2/left/AvgPool2D/AvgPool___tr4cell_17/comb_iter_2/combine/add 1,672,11,11@0x6fd13fd890; 1,672,11,11@0x6fd1bfce00; 1022; 1025;
cell_17/prev_bn/FusedBatchNormV3___tr4cell_17/comb_iter_2/combine/add 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd1bfce50; 953; 1025;
cell_17/comb_iter_2/combine/add 1,672,11,11@0x6fd1bfce00;1,672,11,11@0x6fd1bfce50; 1,672,11,11@0x6fd13fd8e0; 1023;1024; 1037;
cell_17/comb_iter_3/left/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd13fd930; 953; 1028;
cell_17/comb_iter_3/right/AvgPool2D/AvgPool 1,672,11,11@0x6fd13fc4e0; 1,672,11,11@0x6fd13fd980; 953; 1029;
cell_17/comb_iter_3/left/AvgPool2D/AvgPool___tr4cell_17/comb_iter_3/combine/add 1,672,11,11@0x6fd13fd930; 1,672,11,11@0x6fd1bfcea0; 1026; 1030;
cell_17/comb_iter_3/right/AvgPool2D/AvgPool___tr4cell_17/comb_iter_3/combine/add 1,672,11,11@0x6fd13fd980; 1,672,11,11@0x6fd1bfcef0; 1027; 1030;
cell_17/comb_iter_3/combine/add 1,672,11,11@0x6fd1bfcea0;1,672,11,11@0x6fd1bfcef0; 1,672,11,11@0x6fd13fd9d0; 1028;1029; 1038;
cell_17/comb_iter_4/left/Relu 1,672,11,11@0x6fd13fd160; 1,672,11,11@0x6fd13fda20; 999; 1032;
cell_17/comb_iter_4/left/separable_3x3_1/separable_conv2d/depthwise 1,672,11,11@0x6fd13fda20; 1,672,11,11@0x6fd13fda70; 1031; 1033;
cell_17/comb_iter_4/left/separable_3x3_1/separable_conv2d 1,672,11,11@0x6fd13fda70; 1,672,11,11@0x6fd13fdac0; 1032; 1034;
cell_17/comb_iter_4/left/separable_3x3_2/separable_conv2d/depthwise 1,672,11,11@0x6fd13fdac0; 1,672,11,11@0x6fd13fdb10; 1033; 1035;
cell_17/comb_iter_4/left/separable_3x3_2/separable_conv2d 1,672,11,11@0x6fd13fdb10; 1,672,11,11@0x6fd13fdb60; 1034; 1036;
cell_17/comb_iter_4/combine/add 1,672,11,11@0x6fd13fdb60;1,672,11,11@0x6fd13fd160; 1,672,11,11@0x6fd13fdbb0; 999;1035; 1039;
cell_17/comb_iter_2/combine/add___tr4cell_17/cell_output/concat 1,672,11,11@0x6fd13fd8e0; 1,672,11,11@0x6fd1bfcf40; 1025; 1039;
cell_17/comb_iter_3/combine/add___tr4cell_17/cell_output/concat 1,672,11,11@0x6fd13fd9d0; 1,672,11,11@0x6fd1bfcf90; 1030; 1039;
cell_17/cell_output/concat 1,672,11,11@0x6fd13fc4e0;1,672,11,11@0x6fd13fd4d0;1,672,11,11@0x6fd13fd840;1,672,11,11@0x6fd1bfcf40;1,672,11,11@0x6fd1bfcf90;1,672,11,11@0x6fd13fdbb0; 1,4032,11,11@0x6fd13fdc00; 953;1010;1021;1036;1037;1038; 1040;
final_layer/Relu 1,4032,11,11@0x6fd13fdc00; 1,4032,11,11@0x6fd13fdc50; 1039; 1042;
final_layer/Mean/reduction_indices none 2,0,0,0@0x6fd13fdca0; none 1043;
final_layer/Relu___tr4final_layer/Mean 1,4032,11,11@0x6fd13fdc50; 1,4032,11,11@0x6fd1bfcfe0; 1040; 1043;
final_layer/Mean 1,4032,11,11@0x6fd1bfcfe0;2,0,0,0@0x6fd13fdca0; 1,0,4032,0@0x6fd13fdcf0; 1041;1042; 1045;
final_layer/FC/weights none 4032,0,1001,0@0x6fd13fdd40; none 1045;
final_layer/FC/MatMul 1,0,4032,0@0x6fd13fdcf0;4032,0,1001,0@0x6fd13fdd40; 1,0,1001,0@0x6fd13fdd90; 1043;1044; 1047;
final_layer/FC/biases none 1001,0,0,0@0x6fd13fdde0; none 1047;
final_layer/FC/BiasAdd 1,0,1001,0@0x6fd13fdd90;1001,0,0,0@0x6fd13fdde0; 1,0,1001,0@0x6fd13fde30; 1045;1046; 1048;
final_layer/predictions 1,0,1001,0@0x6fd13fde30; 1,0,1001,0@0x6fd13fde80; 1047; none
